"field_agency_fire_id","field_agency_code","field_agency_data_timezone","field_situation_report_date","field_status_date","field_stage_of_control_status","field_system_fire_cause","field_response_type","field_fire_size","field_latitude","field_longitude","full_count"
"2023-N12591","bc","PDT","2023-08-07T17:22:00.000Z","2023-08-13T21:30:00.000Z","OUT","N","FUL","0.04","49.121049999999997","-115.357033","6668"
"RED_FIRE_071","on","GMT","2023-08-12T21:43:00.000Z","2023-08-13T20:00:00.000Z","OUT","N","FUL","0.40","51.7369","-92.586","6668"
"2023-N12607","bc","PDT","2023-08-07T23:12:00.000Z","2023-08-13T19:30:00.000Z","OUT","H","FUL","0.10","49.564500000000002","-115.66204999999999","6668"
"NIP_FIRE_037","on","GMT","2023-07-06T18:20:00.000Z","2023-08-13T18:41:00.000Z","OUT","N","MON","306.70","52.3818","-87.494","6668"
"NIP_FIRE_047","on","GMT","2023-07-09T17:05:00.000Z","2023-08-13T18:31:00.000Z","OUT","N","MON","1.00","52.638","-87.5785","6668"
"43","qc","EST","2023-05-07T23:00:00.000Z","2023-08-13T18:18:38.000Z","OUT","H","FUL","0.00","45.7164","-74.0947","6668"
"39","qc","EST","2023-05-07T21:30:00.000Z","2023-08-13T17:56:54.000Z","OUT","H","FUL","0.00","46.2808","-75.5939","6668"
"NIP_FIRE_042","on","GMT","2023-07-07T15:42:00.000Z","2023-08-13T17:35:00.000Z","OUT","N","MON","63.70","53.1985","-87.0576","6668"
"NIP_FIRE_094","on","GMT","2023-08-06T17:18:00.000Z","2023-08-13T16:00:00.000Z","OUT","N","FUL","3.30","49.1022","-86.7321","6668"
"23SR-SEGUIN","sk","CST","2023-07-22T12:38:50.000Z","2023-08-13T15:18:31.000Z","OUT","N","MOD","16367.90","59.729731","-105.237048","6668"
"NIP_FIRE_062","on","GMT","2023-07-23T19:57:00.000Z","2023-08-13T14:57:00.000Z","OUT","N","MON","0.60","51.2466","-86.8989","6668"
"SLK_FIRE_092","on","GMT","2023-08-12T22:42:00.000Z","2023-08-13T14:55:00.000Z","OUT","N","FUL","0.20","51.4006","-90.0304","6668"
"23LA-HAWK","sk","CST","2023-07-22T08:45:10.000Z","2023-08-13T14:21:32.000Z","OUT","N","MOD","48.30","55.697873","-105.762178","6668"
"23SR-PHELPS","sk","CST","2023-07-22T17:28:41.000Z","2023-08-13T14:00:50.000Z","OUT","N","MOD","3307.10","59.130258","-103.283011","6668"
"23SF-DITCH20","sk","CST","2023-08-13T13:20:41.000Z","2023-08-13T14:00:32.000Z","OUT","H","MOD","0.20","49.892042","-103.459154","6668"
"23PA-NISBET","sk","CST","2023-08-13T10:00:13.000Z","2023-08-13T12:02:42.000Z","OUT","H","FUL","0.10","53.229733","-105.91095","6668"
"SWF-068-2023","ab","MST","2023-05-05T19:12:00.000Z","2023-08-13T12:00:00.000Z","UC","N","FUL","143039.00","55.877833","-116.407667","6668"
"2023BA14","pc","MDT","2023-08-13T20:32:05.000Z","2023-08-13T07:00:00.000Z","OUT","H","FUL","0.00","51.2349","-115.4894","6668"
"2023-N72104","bc","PDT","2023-07-22T18:02:00.000Z","2023-08-13T02:01:00.000Z","OUT","N","FUL","8.80","50.601467","-117.392867","6668"
"FOR_FIRE_037","on","GMT","2023-08-11T00:42:00.000Z","2023-08-12T23:50:00.000Z","OUT","N","FUL","0.10","48.5088","-91.5948","6668"
"CHA_FIRE_018","on","GMT","2023-08-11T21:48:00.000Z","2023-08-12T22:58:00.000Z","OUT","N","FUL","0.20","48.1653","-82.8965","6668"
"FOR_FIRE_038","on","GMT","2023-08-11T00:43:00.000Z","2023-08-12T22:50:00.000Z","OUT","N","FUL","0.20","48.2229","-91.5021","6668"
"2023-N52701","bc","PDT","2023-08-12T01:45:00.000Z","2023-08-12T22:30:00.000Z","OUT","N","FUL","0.01","50.774217","-117.7462","6668"
"2023-R31599","bc","PDT","2023-07-12T21:17:00.000Z","2023-08-12T22:01:00.000Z","OUT","N","FUL","0.90","55.384399999999999","-126.596633","6668"
"2023-N22699","bc","PDT","2023-08-12T01:31:00.000Z","2023-08-12T21:01:00.000Z","OUT","N","FUL","0.01","51.086799999999997","-116.8425","6668"
"2023-N12696","bc","PDT","2023-08-11T22:07:00.000Z","2023-08-12T21:01:00.000Z","OUT","N","FUL","0.01","49.511833000000003","-115.49930000000001","6668"
"2023-N52509","bc","PDT","2023-08-06T01:46:00.000Z","2023-08-12T20:01:00.000Z","OUT","N","FUL","0.20","49.370167000000002","-117.459333","6668"
"2023-N52556","bc","PDT","2023-08-07T01:01:00.000Z","2023-08-12T19:30:00.000Z","OUT","N","FUL","0.02","49.898949999999999","-117.476","6668"
"2023-N12362","bc","PDT","2023-07-31T17:03:00.000Z","2023-08-12T19:30:00.000Z","OUT","N","FUL","0.05","49.820283000000003","-114.79575","6668"
"2023-N12697","bc","PDT","2023-08-11T22:15:00.000Z","2023-08-12T19:01:00.000Z","OUT","N","FUL","0.01","49.540300000000002","-115.513583","6668"
"NIP_FIRE_065","on","GMT","2023-07-25T21:20:00.000Z","2023-08-12T19:00:00.000Z","OUT","N","FUL","0.10","48.7932","-86.584","6668"
"NIP_FIRE_093","on","GMT","2023-08-06T00:19:00.000Z","2023-08-12T19:00:00.000Z","OUT","N","FUL","0.10","49.1559","-87.6908","6668"
"23LA-SUTTLE","sk","CST","2023-06-13T17:13:17.000Z","2023-08-12T16:19:14.000Z","OUT","N","MOD","1456.20","56.52935","-105.531183","6668"
"WWF-015-2023","ab","MST","2023-04-29T23:29:00.000Z","2023-08-12T16:00:00.000Z","OUT","H","FUL","47.98","54.093682","-115.321182","6668"
"HWF-078-2023","ab","MST","2023-06-24T22:40:00.000Z","2023-08-12T15:30:00.000Z","OUT","N","FUL","18.90","57.4369","-115.1395","6668"
"23LA-MATHESON","sk","CST","2023-08-08T13:13:46.000Z","2023-08-12T14:50:01.000Z","OUT","H","MOD","0.10","55.335917","-105.71571","6668"
"23SF-DITCH19","sk","CST","2023-08-11T15:39:55.000Z","2023-08-12T12:23:03.000Z","OUT","H","MOD","2.00","50.433897","-106.91687","6668"
"HWF-066-2023","ab","MST","2023-06-11T21:02:00.000Z","2023-08-12T12:17:01.000Z","OUT","N","FUL","11.30","57.4107","-115.221217","6668"
"2023-N52664","bc","PDT","2023-08-10T00:43:00.000Z","2023-08-12T04:01:00.000Z","OUT","N","FUL","0.01","49.429217000000001","-117.68041700000001","6668"
"2023-K71317","bc","PDT","2023-07-09T00:07:00.000Z","2023-08-12T02:30:00.000Z","OUT","N","FUL","0.10","50.557749999999999","-121.693917","6668"
"2023-N72677","bc","PDT","2023-08-10T20:10:00.000Z","2023-08-12T01:30:00.000Z","OUT","N","FUL","0.30","49.200000000000003","-116.459633","6668"
"2023-G12217","bc","PDT","2023-07-24T01:02:00.000Z","2023-08-12T00:30:00.000Z","OUT","N","FUL","0.01","54.783332999999999","-122.37566700000001","6668"
"2023-K22665","bc","PDT","2023-08-10T02:27:00.000Z","2023-08-12T00:01:00.000Z","OUT","N","FUL","0.01","50.771366999999998","-120.640317","6668"
"2023-K22670","bc","PDT","2023-08-10T03:17:00.000Z","2023-08-12T00:01:00.000Z","OUT","N","FUL","0.01","50.824832999999998","-120.53018299999999","6668"
"2023-K62639","bc","PDT","2023-08-08T18:31:00.000Z","2023-08-11T23:30:00.000Z","OUT","N","FUL","0.01","49.674717000000001","-120.95565000000001","6668"
"2023-G51542","bc","PDT","2023-07-11T16:43:00.000Z","2023-08-11T22:01:00.000Z","OUT","N","FUL","32.00","54.626232999999999","-124.00313300000001","6668"
"2023-G91355","bc","PDT","2023-07-09T03:06:00.000Z","2023-08-11T22:01:00.000Z","BH","N","MON","350.00","59.668999999999997","-122.625","6668"
"2023-R31367","bc","PDT","2023-07-09T03:20:00.000Z","2023-08-11T22:01:00.000Z","OUT","N","FUL","0.07","54.962833330000002","-127.40611667","6668"
"2023-G92143","bc","PDT","2023-07-23T01:15:00.000Z","2023-08-11T22:01:00.000Z","BH","N","MON","0.01","59.107550000000003","-123.31911700000001","6668"
"2023-R32371","bc","PDT","2023-07-31T20:03:00.000Z","2023-08-11T21:30:00.000Z","OUT","N","FUL","0.02","55.006500000000003","-127.40216667","6668"
"2023-G12061","bc","PDT","2023-07-22T01:42:00.000Z","2023-08-11T21:30:00.000Z","OUT","H","FUL","0.01","54.957250000000002","-122.992833","6668"
"2023-K22457","bc","PDT","2023-08-04T16:31:00.000Z","2023-08-11T21:30:00.000Z","OUT","N","FUL","0.60","50.950533","-121.57905","6668"
"2023-G41588","bc","PDT","2023-07-12T16:46:00.000Z","2023-08-11T20:30:00.000Z","OUT","N","MON","10.00","54.185867000000002","-124.933333","6668"
"GWF-058-2023","ab","MST","2023-08-12T00:58:00.000Z","2023-08-11T20:20:00.000Z","OUT","H","FUL","0.01","55.603283","-119.4753","6668"
"2023-R42308","bc","PDT","2023-07-29T00:42:00.000Z","2023-08-11T20:01:00.000Z","OUT","N","FUL","0.36","55.531332999999997","-127.96129999999999","6668"
"2023-N41891","bc","PDT","2023-07-19T21:20:00.000Z","2023-08-11T19:30:00.000Z","OUT","N","FUL","0.01","51.767716999999998","-117.567033","6668"
"NIP_FIRE_074","on","GMT","2023-08-02T21:24:00.000Z","2023-08-11T19:03:00.000Z","OUT","N","FUL","0.10","50.8614","-87.624","6668"
"2023-N12653","bc","PDT","2023-08-09T02:45:00.000Z","2023-08-11T18:30:00.000Z","OUT","N","FUL","0.01","49.328800000000001","-115.7483","6668"
"2023-G41509","bc","PDT","2023-07-10T23:22:00.000Z","2023-08-11T18:30:00.000Z","UC","N","MON","104.40","53.528350000000003","-125.049667","6668"
"2023-G51902","bc","PDT","2023-07-19T23:10:00.000Z","2023-08-11T18:30:00.000Z","OUT","N","FUL","7.40","55.774116999999997","-126.118633","6668"
"2023-G40324","bc","PDT","2023-05-15T21:42:00.000Z","2023-08-11T18:30:00.000Z","OUT","N","FUL","142.68","53.952266999999999","-124.51988299999999","6668"
"2023-K62638","bc","PDT","2023-08-08T18:30:00.000Z","2023-08-11T18:01:00.000Z","OUT","N","FUL","0.01","49.670817","-120.94331699999999","6668"
"2023-K41928","bc","PDT","2023-07-20T19:15:00.000Z","2023-08-11T18:01:00.000Z","OUT","N","FUL","0.20","51.463667000000001","-118.852767","6668"
"23LA-WALKER","sk","CST","2023-08-09T16:01:51.000Z","2023-08-11T18:00:03.000Z","OUT","N","MOD","0.10","55.587017","-104.75545","6668"
"NIP_FIRE_090","on","GMT","2023-08-05T19:20:00.000Z","2023-08-11T18:00:00.000Z","OUT","N","FUL","1.80","49.1337","-87.7052","6668"
"NOR_FIRE_015","on","GMT","2023-08-11T14:28:00.000Z","2023-08-11T17:30:00.000Z","OUT","N","FUL","0.10","46.9092","-79.4363","6668"
"2023-G70645","bc","PDT","2023-06-06T20:41:00.000Z","2023-08-11T17:01:00.000Z","UC","N","FUL","25095.00","55.154049999999998","-120.66973299999999","6668"
"2023-G72666","bc","PDT","2023-08-10T02:21:00.000Z","2023-08-11T16:30:00.000Z","OUT","N","FUL","0.01","55.638216999999997","-121.756383","6668"
"2023-C22652","bc","PDT","2023-08-09T01:31:00.000Z","2023-08-11T16:30:00.000Z","OUT","H","FUL","0.60","52.102832999999997","-122.006033","6668"
"NIP_FIRE_083","on","GMT","2023-08-04T20:43:00.000Z","2023-08-11T16:00:00.000Z","OUT","N","FUL","2.00","52.7092","-86.3179","6668"
"NIP_FIRE_095","on","GMT","2023-08-06T20:47:00.000Z","2023-08-11T16:00:00.000Z","OUT","N","FUL","3.50","50.849","-87.7535","6668"
"SWF-131-2023","ab","MST","2023-08-11T20:25:00.000Z","2023-08-11T15:47:00.000Z","OUT","N","FUL","0.20","56.70465","-115.412183","6668"
"SUD_FIRE_041","on","GMT","2023-08-11T12:00:00.000Z","2023-08-11T15:30:00.000Z","OUT","N","FUL","0.10","46.2825","-81.38","6668"
"WAW_FIRE_030","on","GMT","2023-08-10T20:00:00.000Z","2023-08-11T15:00:00.000Z","OUT","N","FUL","0.10","48.8027","-86.0555","6668"
"EA084","mb","CDT","2023-08-07T05:00:00.000Z","2023-08-11T14:36:00.000Z","OUT","U","FUL","0.90","52.08222","-95.60139","6668"
"EA078","mb","CDT","2023-08-01T05:00:00.000Z","2023-08-11T14:36:00.000Z","OUT","N","FUL","6.70","52.06250","-95.55056","6668"
"HWF-147-2023","ab","MST","2023-08-11T00:51:00.000Z","2023-08-11T11:43:00.000Z","OUT","N","FUL","0.01","58.235023","-116.459677","6668"
"GWF-057-2023","ab","MST","2023-08-11T16:50:00.000Z","2023-08-11T11:35:00.000Z","OUT","N","FUL","0.01","54.996033","-119.316667","6668"
"EWF-079-2023","ab","MST","2023-08-11T15:53:00.000Z","2023-08-11T10:50:00.000Z","OUT","H","FUL","0.01","53.909717","-119.174","6668"
"23SF-DITCH18","sk","CST","2023-07-27T10:15:36.000Z","2023-08-11T10:28:28.000Z","OUT","H","MOD","0.10","50.192752","-104.623371","6668"
"2023WP1","pc","CDT","2023-08-03T21:42:00.000Z","2023-08-11T06:00:00.000Z","OUT","N","MON","450.00","57.2509","-93.4627","6668"
"2023-N52680","bc","PDT","2023-08-10T23:47:00.000Z","2023-08-11T03:01:00.000Z","OUT","N","FUL","0.01","49.389699999999998","-117.72148300000001","6668"
"FOR_FIRE_035","on","GMT","2023-08-10T00:34:00.000Z","2023-08-11T00:25:00.000Z","OUT","N","FUL","0.10","48.3748","-91.7857","6668"
"SAU_FIRE_012","on","GMT","2023-08-05T20:42:00.000Z","2023-08-11T00:00:00.000Z","OUT","N","FUL","1.50","46.5385","-82.9467","6668"
"SUD_FIRE_029","on","GMT","2023-08-05T13:54:00.000Z","2023-08-10T23:00:00.000Z","OUT","N","FUL","2.40","46.0093","-81.7021","6668"
"FOR_FIRE_036","on","GMT","2023-08-10T16:56:00.000Z","2023-08-10T22:48:00.000Z","OUT","N","FUL","0.10","49.1291","-92.823","6668"
"2023-N72611","bc","PDT","2023-08-08T00:32:00.000Z","2023-08-10T22:30:00.000Z","OUT","N","FUL","0.01","49.674950000000003","-117.068383","6668"
"2023-N12628","bc","PDT","2023-08-08T04:33:00.000Z","2023-08-10T22:01:00.000Z","OUT","N","FUL","0.02","49.534500000000001","-115.54655","6668"
"FOR_FIRE_033","on","GMT","2023-08-09T21:23:00.000Z","2023-08-10T21:43:00.000Z","OUT","N","FUL","0.10","48.4669","-92.0089","6668"
"SLK_FIRE_090","on","GMT","2023-08-09T22:10:00.000Z","2023-08-10T20:25:00.000Z","OUT","N","FUL","0.20","50.8493","-91.9835","6668"
"SLK_FIRE_091","on","GMT","2023-08-10T16:10:00.000Z","2023-08-10T20:25:00.000Z","OUT","H","FUL","0.10","50.1628","-91.6901","6668"
"FOR_FIRE_030","on","GMT","2023-08-03T15:11:00.000Z","2023-08-10T19:40:00.000Z","OUT","N","FUL","0.30","48.4187","-91.2753","6668"
"2023-C51703","bc","PDT","2023-07-15T01:29:00.000Z","2023-08-10T19:30:00.000Z","OUT","N","FUL","0.01","52.464300000000001","-124.70008300000001","6668"
"2023-N12635","bc","PDT","2023-08-08T17:35:00.000Z","2023-08-10T19:01:00.000Z","OUT","H","FUL","0.10","49.564","-115.662133","6668"
"HWF-072-2023","ab","MST","2023-06-24T01:48:00.000Z","2023-08-10T18:15:00.000Z","UC","N","FUL","30123.00","57.692833","-116.019833","6668"
"2023-K22663","bc","PDT","2023-08-10T00:40:00.000Z","2023-08-10T17:30:00.000Z","OUT","N","FUL","0.01","50.865667000000002","-120.66345","6668"
"62522","nb","ADT","2023-08-10T16:51:29.000Z","2023-08-10T17:28:00.000Z","OUT","U","FUL","0.10","47.16505","-65.84708","6668"
"23LX-REIMER","sk","CST","2023-08-06T17:59:27.000Z","2023-08-10T17:09:31.000Z","OUT","N","FUL","1.00","55.8275","-107.534","6668"
"23LX-BEAR","sk","CST","2023-08-07T13:01:49.000Z","2023-08-10T17:04:25.000Z","OUT","N","FUL","0.30","55.819667","-107.118","6668"
"SLK_FIRE_086","on","GMT","2023-08-05T19:34:00.000Z","2023-08-10T16:45:00.000Z","OUT","N","FUL","3.00","50.6456","-90.4348","6668"
"WAW_FIRE_026","on","GMT","2023-08-07T22:48:00.000Z","2023-08-10T16:30:00.000Z","OUT","N","FUL","0.30","48.8875","-86.3458","6668"
"WAW_FIRE_029","on","GMT","2023-08-09T21:22:00.000Z","2023-08-10T16:30:00.000Z","OUT","N","FUL","0.10","48.9004","-86.2251","6668"
"RED_FIRE_069","on","GMT","2023-08-06T19:38:00.000Z","2023-08-10T16:00:00.000Z","OUT","N","FUL","0.90","50.7743","-93.815","6668"
"23WY-EDGE","sk","CST","2023-08-04T17:26:56.000Z","2023-08-10T15:31:34.000Z","OUT","N","FUL","4.50","54.870417","-106.080833","6668"
"644","qc","EST","2023-08-03T01:00:00.000Z","2023-08-10T15:24:40.000Z","OUT","H","FUL","0.00","48.5869","-67.6206","6668"
"KLK_FIRE_015","on","GMT","2023-08-07T17:31:00.000Z","2023-08-10T15:00:00.000Z","OUT","N","FUL","0.30","47.379","-80.2455","6668"
"425","qc","EST","2023-06-01T22:00:00.000Z","2023-08-10T13:56:09.000Z","OUT","N","FUL","0.10","48.2933","-69.8117","6668"
"211","qc","EST","2023-05-31T00:00:00.000Z","2023-08-10T13:21:44.000Z","OUT","H","FUL","0.00","48.1564","-69.6678","6668"
"HWF-116-2023","ab","MST","2023-07-06T19:21:00.000Z","2023-08-10T13:15:00.000Z","OUT","N","FUL","48.30","58.558117","-116.66195","6668"
"23LX-MOORE","sk","CST","2023-08-06T17:05:30.000Z","2023-08-10T10:15:18.000Z","OUT","N","FUL","1.00","55.854167","-107.7255","6668"
"2023TH5","pc","MDT","2023-08-10T23:16:41.000Z","2023-08-10T07:00:00.000Z","BH","U","FUL","200.00","62.4854","-110.4762","6668"
"2023-G11262","bc","PDT","2023-07-08T05:35:00.000Z","2023-08-10T06:01:00.000Z","OUT","N","FUL","0.01","53.391832999999998","-123.307333","6668"
"2023-G11364","bc","PDT","2023-07-09T03:49:00.000Z","2023-08-10T06:01:00.000Z","OUT","N","FUL","0.20","53.629167000000002","-123.460133","6668"
"2023-R42648","bc","PDT","2023-08-09T00:28:00.000Z","2023-08-10T02:01:00.000Z","OUT","N","FUL","0.01","55.445616999999999","-128.231717","6668"
"2023-R31464","bc","PDT","2023-07-10T04:08:00.000Z","2023-08-10T01:30:00.000Z","OUT","N","FUL","0.06","55.412550000000003","-126.6995","6668"
"2023-K51745","bc","PDT","2023-07-16T02:23:00.000Z","2023-08-10T01:01:00.000Z","OUT","H","FUL","0.01","49.872782999999998","-119.595917","6668"
"2023-N12643","bc","PDT","2023-08-08T20:20:00.000Z","2023-08-10T01:01:00.000Z","OUT","N","FUL","0.01","49.108632999999998","-115.286733","6668"
"2023-N52610","bc","PDT","2023-08-08T00:20:00.000Z","2023-08-10T00:30:00.000Z","OUT","N","FUL","0.01","49.330750000000002","-117.153133","6668"
"2023-K62595","bc","PDT","2023-08-07T18:52:00.000Z","2023-08-10T00:01:00.000Z","OUT","N","FUL","0.01","49.919049999999999","-120.44891699999999","6668"
"NIP_FIRE_103","on","GMT","2023-08-09T15:12:00.000Z","2023-08-10T00:00:00.000Z","OUT","N","FUL","0.10","49.1804","-87.3217","6668"
"2023-K52141","bc","PDT","2023-07-23T01:03:00.000Z","2023-08-09T23:30:00.000Z","OUT","N","FUL","0.01","49.565416999999997","-119.890483","6668"
"2023-N51911","bc","PDT","2023-07-20T00:32:00.000Z","2023-08-09T23:30:00.000Z","OUT","N","FUL","0.17","50.286366999999998","-118.17441700000001","6668"
"2023-K62598","bc","PDT","2023-08-07T20:14:00.000Z","2023-08-09T23:30:00.000Z","OUT","N","FUL","0.06","49.866750000000003","-121.11745000000001","6668"
"2023-K51840","bc","PDT","2023-07-18T02:11:00.000Z","2023-08-09T23:30:00.000Z","OUT","H","FUL","4.08","50.045850000000002","-119.500683","6668"
"2023-K42261","bc","PDT","2023-07-25T18:39:00.000Z","2023-08-09T23:01:00.000Z","OUT","N","FUL","0.01","50.576433000000002","-118.83458299999999","6668"
"2023-K42200","bc","PDT","2023-07-23T21:28:00.000Z","2023-08-09T22:30:00.000Z","OUT","N","FUL","0.01","50.631782999999999","-118.780233","6668"
"2023-N12657","bc","PDT","2023-08-09T15:01:00.000Z","2023-08-09T22:30:00.000Z","OUT","N","FUL","0.01","49.152667000000001","-115.235367","6668"
"2023-K52109","bc","PDT","2023-07-22T18:35:00.000Z","2023-08-09T22:30:00.000Z","OUT","N","FUL","0.01","49.768500000000003","-119.814317","6668"
"2023-K42255","bc","PDT","2023-07-25T14:11:00.000Z","2023-08-09T22:30:00.000Z","OUT","N","FUL","0.01","50.942717000000002","-119.124633","6668"
"2023-K41870","bc","PDT","2023-07-18T23:31:00.000Z","2023-08-09T22:01:00.000Z","OUT","N","FUL","0.30","50.988683000000002","-119.158867","6668"
"64","qc","EST","2023-05-10T20:45:00.000Z","2023-08-09T21:49:19.000Z","OUT","H","FUL","11.50","48.9044","-76.7828","6668"
"SUD_FIRE_038","on","GMT","2023-08-06T23:35:00.000Z","2023-08-09T21:17:00.000Z","OUT","N","FUL","1.10","46.656","-81.9325","6668"
"NIP_FIRE_099","on","GMT","2023-08-07T22:13:00.000Z","2023-08-09T21:00:00.000Z","OUT","N","FUL","0.10","48.7509","-86.2306","6668"
"2023-R51248","bc","PDT","2023-07-08T04:27:00.000Z","2023-08-09T20:30:00.000Z","OUT","N","MON","0.01","53.821216999999997","-128.54996700000001","6668"
"SUD_FIRE_039","on","GMT","2023-08-07T00:24:00.000Z","2023-08-09T19:40:00.000Z","OUT","N","FUL","0.60","46.0475","-81.5111","6668"
"217","qc","EST","2023-05-31T19:00:00.000Z","2023-08-09T19:35:26.000Z","OUT","H","FUL","0.10","48.3847","-64.7475","6668"
"356","qc","EST","2023-06-02T14:00:00.000Z","2023-08-09T19:26:13.000Z","OUT","N","FUL","0.00","48.8856","-64.7392","6668"
"2023-K22649","bc","PDT","2023-08-09T00:20:00.000Z","2023-08-09T19:01:00.000Z","OUT","H","FUL","0.01","50.844082999999998","-121.383117","6668"
"WAW_FIRE_028","on","GMT","2023-08-09T13:38:00.000Z","2023-08-09T18:30:00.000Z","OUT","H","FUL","0.10","49.0176","-85.6028","6668"
"2023-G30612","bc","PDT","2023-06-04T23:34:00.000Z","2023-08-09T18:30:00.000Z","OUT","N","FUL","277.00","52.373866999999997","-119.32835","6668"
"2023-R11995","bc","PDT","2023-07-21T06:33:00.000Z","2023-08-09T17:30:00.000Z","OUT","N","FUL","0.60","54.188417000000001","-125.824817","6668"
"2023-K52573","bc","PDT","2023-08-07T03:21:00.000Z","2023-08-09T17:30:00.000Z","OUT","N","FUL","0.01","49.479866999999999","-119.245667","6668"
"SUD_FIRE_031","on","GMT","2023-08-05T22:45:00.000Z","2023-08-09T17:00:00.000Z","OUT","N","FUL","0.90","46.0033","-81.0512","6668"
"2023-G11002","bc","PDT","2023-06-30T00:27:00.000Z","2023-08-09T15:30:00.000Z","OUT","N","FUL","0.01","53.538217000000003","-123.311283","6668"
"2023-G11062","bc","PDT","2023-07-02T03:52:00.000Z","2023-08-09T15:30:00.000Z","OUT","N","FUL","0.20","54.277833000000001","-122.1972","6668"
"2023-G11360","bc","PDT","2023-07-09T03:19:00.000Z","2023-08-09T15:30:00.000Z","OUT","N","FUL","2.50","53.516866999999998","-122.57216699999999","6668"
"HWF-124-2023","ab","MST","2023-07-09T17:50:00.000Z","2023-08-09T15:29:00.000Z","OUT","N","FUL","346.20","59.046633","-117.080833","6668"
"MWF-038-2023","ab","MST","2023-06-29T20:01:00.000Z","2023-08-09T15:00:00.000Z","UC","N","FUL","569.00","57.460167","-113.390167","6668"
"WAW_FIRE_027","on","GMT","2023-08-08T00:08:00.000Z","2023-08-09T15:00:00.000Z","OUT","N","FUL","0.10","48.704","-86.1549","6668"
"MWF-024-2023","ab","MST","2023-05-28T18:05:00.000Z","2023-08-09T15:00:00.000Z","UC","N","FUL","28454.00","57.712283","-110.6469","6668"
"MWF-026-2023","ab","MST","2023-05-28T19:05:00.000Z","2023-08-09T15:00:00.000Z","UC","N","FUL","1705.00","57.882533","-111.054033","6668"
"MWF-039-2023","ab","MST","2023-06-29T20:10:00.000Z","2023-08-09T15:00:00.000Z","UC","N","FUL","15200.00","57.421667","-113.400667","6668"
